"schedule_id","station_id","exp_arrival_time","exp_departure_time","actual_arrival_time","actual_departure_time"
27,52,"2020-09-06 13:17:00","2020-09-06 13:32:00","2020-09-06 13:17:00","2020-09-06 13:32:00"
27,53,"2020-09-06 14:07:00","2020-09-06 14:22:00","2020-09-06 14:07:00","2020-09-06 14:22:00"
28,47,"2020-09-06 22:30:00","2020-09-06 22:30:00","2020-09-06 22:30:00","2020-09-06 22:30:00"
28,48,"2020-09-06 21:30:00","2020-09-06 21:40:00","2020-09-06 21:30:00","2020-09-06 21:40:00"
28,49,"2020-09-06 20:23:00","2020-09-06 20:28:00","2020-09-06 20:23:00","2020-09-06 20:28:00"
28,50,"2020-09-06 18:58:00","2020-09-06 19:18:00","2020-09-06 18:58:00","2020-09-06 19:18:00"
28,51,"2020-09-06 16:38:00","2020-09-06 17:18:00","2020-09-06 16:38:00","2020-09-06 17:18:00"
28,52,"2020-09-06 15:50:00","2020-09-06 16:00:00","2020-09-06 15:50:00","2020-09-06 16:00:00"
28,53,"2020-09-06 14:30:00","2020-09-06 14:45:00","2020-09-06 14:30:00","2020-09-06 14:45:00"
29,47,"2020-09-13 05:00:00","2020-09-13 05:15:00","2020-09-13 05:00:00","2020-09-13 05:15:00"
29,48,"2020-09-13 06:35:00","2020-09-13 06:50:00","2020-09-13 06:35:00","2020-09-13 06:50:00"
29,49,"2020-09-13 07:43:00","2020-09-13 07:58:00","2020-09-13 07:43:00","2020-09-13 07:58:00"
29,50,"2020-09-13 09:31:00","2020-09-13 09:46:00","2020-09-13 09:31:00","2020-09-13 09:46:00"
29,51,"2020-09-13 11:19:00","2020-09-13 11:34:00","2020-09-13 11:19:00","2020-09-13 11:34:00"
29,52,"2020-09-13 13:17:00","2020-09-13 13:32:00","2020-09-13 13:17:00","2020-09-13 13:32:00"
29,53,"2020-09-13 14:07:00","2020-09-13 14:22:00","2020-09-13 14:07:00","2020-09-13 14:22:00"
30,47,"2020-09-13 22:30:00","2020-09-13 22:30:00","2020-09-13 22:30:00","2020-09-13 22:30:00"
30,48,"2020-09-13 21:35:00","2020-09-13 21:50:00","2020-09-13 21:35:00","2020-09-13 21:50:00"
30,49,"2020-09-13 20:23:00","2020-09-13 20:28:00","2020-09-13 20:23:00","2020-09-13 20:28:00"
30,50,"2020-09-13 18:58:00","2020-09-13 19:18:00","2020-09-13 18:58:00","2020-09-13 19:18:00"
30,51,"2020-09-13 16:38:00","2020-09-13 17:18:00","2020-09-13 16:38:00","2020-09-13 17:18:00"
30,52,"2020-09-13 15:50:00","2020-09-13 16:00:00","2020-09-13 15:50:00","2020-09-13 16:00:00"
30,53,"2020-09-13 14:30:00","2020-09-13 14:45:00","2020-09-13 14:30:00","2020-09-13 14:45:00"
31,47,"2020-09-20 05:00:00","2020-09-20 05:15:00","2020-09-20 05:00:00","2020-09-20 05:15:00"
31,48,"2020-09-20 06:35:00","2020-09-20 06:50:00","2020-09-20 06:35:00","2020-09-20 06:50:00"
31,49,"2020-09-20 07:43:00","2020-09-20 07:58:00","2020-09-20 07:43:00","2020-09-20 07:58:00"
31,50,"2020-09-20 09:31:00","2020-09-20 09:46:00","2020-09-20 09:31:00","2020-09-20 09:46:00"
31,51,"2020-09-20 11:19:00","2020-09-20 11:34:00","2020-09-20 11:19:00","2020-09-20 11:34:00"
31,52,"2020-09-20 13:17:00","2020-09-20 13:32:00","2020-09-20 13:17:00","2020-09-20 13:32:00"
31,53,"2020-09-20 14:07:00","2020-09-20 14:22:00","2020-09-20 14:07:00","2020-09-20 14:22:00"
32,47,"2020-09-20 22:30:00","2020-09-20 22:30:00","2020-09-20 22:30:00","2020-09-20 22:30:00"
32,48,"2020-09-20 21:35:00","2020-09-20 21:50:00","2020-09-20 21:35:00","2020-09-20 21:50:00"
32,49,"2020-09-20 20:23:00","2020-09-20 20:28:00","2020-09-20 20:23:00","2020-09-20 20:28:00"
32,50,"2020-09-20 18:58:00","2020-09-20 19:18:00","2020-09-20 18:58:00","2020-09-20 19:18:00"
32,51,"2020-09-20 16:38:00","2020-09-20 17:18:00","2020-09-20 16:38:00","2020-09-20 17:18:00"
32,52,"2020-09-20 15:50:00","2020-09-20 16:00:00","2020-09-20 15:50:00","2020-09-20 16:00:00"
32,53,"2020-09-20 14:30:00","2020-09-20 14:45:00","2020-09-20 14:30:00","2020-09-20 14:45:00"
33,47,"2020-09-27 05:00:00","2020-09-27 05:15:00","2020-09-27 05:00:00","2020-09-27 05:15:00"
33,48,"2020-09-27 06:35:00","2020-09-27 06:50:00","2020-09-27 06:35:00","2020-09-27 06:50:00"
33,49,"2020-09-27 07:43:00","2020-09-27 07:58:00","2020-09-27 07:43:00","2020-09-27 07:58:00"
33,50,"2020-09-27 09:31:00","2020-09-27 09:46:00","2020-09-27 09:31:00","2020-09-27 09:46:00"
33,51,"2020-09-27 11:19:00","2020-09-27 11:34:00","2020-09-27 11:19:00","2020-09-27 11:34:00"
33,52,"2020-09-27 13:17:00","2020-09-27 13:32:00","2020-09-27 13:17:00","2020-09-27 13:32:00"
33,53,"2020-09-27 14:07:00","2020-09-27 14:22:00","2020-09-27 14:07:00","2020-09-27 14:22:00"
34,47,"2020-09-27 22:30:00","2020-09-27 22:30:00","2020-09-27 22:30:00","2020-09-27 22:30:00"
34,48,"2020-09-27 21:35:00","2020-09-27 21:50:00","2020-09-27 21:35:00","2020-09-27 21:50:00"
34,49,"2020-09-27 20:23:00","2020-09-27 20:28:00","2020-09-27 20:23:00","2020-09-27 20:28:00"
34,50,"2020-09-27 18:58:00","2020-09-27 19:18:00","2020-09-27 18:58:00","2020-09-27 19:18:00"
34,51,"2020-09-27 16:38:00","2020-09-27 17:18:00","2020-09-27 16:38:00","2020-09-27 17:18:00"
34,52,"2020-09-27 15:50:00","2020-09-27 16:00:00","2020-09-27 15:50:00","2020-09-27 16:00:00"
34,53,"2020-09-27 14:30:00","2020-09-27 14:45:00","2020-09-27 14:30:00","2020-09-27 14:45:00"
35,18,"2020-10-05 06:00:00","2020-10-05 06:10:00","2020-10-05 06:00:00","2020-10-05 06:10:00"
35,19,"2020-10-05 06:20:00","2020-10-05 06:25:00","2020-10-05 06:20:00","2020-10-05 06:25:00"
35,20,"2020-10-05 07:50:00","2020-10-05 07:55:00","2020-10-05 07:50:00","2020-10-05 07:55:00"
35,21,"2020-10-05 08:50:00","2020-10-05 08:55:00","2020-10-05 08:50:00","2020-10-05 08:55:00"
35,22,"2020-10-05 09:20:00","2020-10-05 09:25:00","2020-10-05 09:20:00","2020-10-05 09:25:00"
35,23,"2020-10-05 10:00:00","2020-10-05 10:05:00","2020-10-05 10:00:00","2020-10-05 10:05:00"
35,24,"2020-10-05 11:00:00","2020-10-05 11:05:00","2020-10-05 11:00:00","2020-10-05 11:05:00"
36,18,"2020-10-05 18:00:00","2020-10-05 18:10:00","2020-10-05 18:00:00","2020-10-05 18:10:00"
36,19,"2020-10-05 17:40:00","2020-10-05 17:45:00","2020-10-05 17:40:00","2020-10-05 17:45:00"
36,20,"2020-10-05 16:10:00","2020-10-05 16:15:00","2020-10-05 16:10:00","2020-10-05 16:15:00"
36,21,"2020-10-05 15:10:00","2020-10-05 15:15:00","2020-10-05 15:10:00","2020-10-05 15:15:00"
36,22,"2020-10-05 14:40:00","2020-10-05 14:45:00","2020-10-05 14:40:00","2020-10-05 14:45:00"
36,23,"2020-10-05 14:00:00","2020-10-05 14:05:00","2020-10-05 14:00:00","2020-10-05 14:05:00"
36,24,"2020-10-05 13:00:00","2020-10-05 13:05:00","2020-10-05 13:00:00","2020-10-05 13:05:00"
37,18,"2020-10-12 06:00:00","2020-10-12 06:10:00","2020-10-12 06:00:00","2020-10-12 06:10:00"
37,19,"2020-10-12 06:20:00","2020-10-12 06:25:00","2020-10-12 06:20:00","2020-10-12 06:25:00"
37,20,"2020-10-12 07:50:00","2020-10-12 07:55:00","2020-10-12 07:50:00","2020-10-12 07:55:00"
37,21,"2020-10-12 08:50:00","2020-10-12 08:55:00","2020-10-12 08:50:00","2020-10-12 08:55:00"
37,22,"2020-10-12 09:20:00","2020-10-12 09:25:00","2020-10-12 09:20:00","2020-10-12 09:25:00"
37,23,"2020-10-12 10:00:00","2020-10-12 10:05:00","2020-10-12 10:00:00","2020-10-12 10:05:00"
37,24,"2020-10-12 11:00:00","2020-10-12 11:05:00","2020-10-12 11:00:00","2020-10-12 11:05:00"
38,18,"2020-10-12 18:00:00","2020-10-12 18:10:00","2020-10-12 18:00:00","2020-10-12 18:10:00"
38,19,"2020-10-12 17:40:00","2020-10-12 17:45:00","2020-10-12 17:40:00","2020-10-12 17:45:00"
38,20,"2020-10-12 16:10:00","2020-10-12 16:15:00","2020-10-12 16:10:00","2020-10-12 16:15:00"
38,21,"2020-10-12 15:10:00","2020-10-12 15:15:00","2020-10-12 15:10:00","2020-10-12 15:15:00"
38,22,"2020-10-12 14:40:00","2020-10-12 14:45:00","2020-10-12 14:40:00","2020-10-12 14:45:00"
38,23,"2020-10-12 14:00:00","2020-10-12 14:05:00","2020-10-12 14:00:00","2020-10-12 14:05:00"
38,24,"2020-10-12 13:00:00","2020-10-12 13:05:00","2020-10-12 13:00:00","2020-10-12 13:05:00"
39,18,"2020-10-19 06:00:00","2020-10-19 06:10:00","2020-10-19 06:00:00","2020-10-19 06:10:00"
39,19,"2020-10-19 06:20:00","2020-10-19 06:25:00","2020-10-19 06:20:00","2020-10-19 06:25:00"
39,20,"2020-10-19 07:50:00","2020-10-19 07:55:00","2020-10-19 07:50:00","2020-10-19 07:55:00"
39,21,"2020-10-19 08:50:00","2020-10-19 08:55:00","2020-10-19 08:50:00","2020-10-19 08:55:00"
39,22,"2020-10-19 09:20:00","2020-10-19 09:25:00","2020-10-19 09:20:00","2020-10-19 09:25:00"
39,23,"2020-10-19 10:00:00","2020-10-19 10:05:00","2020-10-19 10:00:00","2020-10-19 10:05:00"
39,24,"2020-10-19 11:00:00","2020-10-19 11:05:00","2020-10-19 11:00:00","2020-10-19 11:05:00"
40,18,"2020-10-19 18:00:00","2020-10-19 18:10:00","2020-10-19 18:00:00","2020-10-19 18:10:00"
40,19,"2020-10-19 17:40:00","2020-10-19 17:45:00","2020-10-19 17:40:00","2020-10-19 17:45:00"
40,20,"2020-10-19 16:10:00","2020-10-19 16:15:00","2020-10-19 16:10:00","2020-10-19 16:15:00"
40,21,"2020-10-19 15:10:00","2020-10-19 15:15:00","2020-10-19 15:10:00","2020-10-19 15:15:00"
40,22,"2020-10-19 14:40:00","2020-10-19 14:45:00","2020-10-19 14:40:00","2020-10-19 14:45:00"
40,23,"2020-10-19 14:00:00","2020-10-19 14:05:00","2020-10-19 14:00:00","2020-10-19 14:05:00"
40,24,"2020-10-19 13:00:00","2020-10-19 13:05:00","2020-10-19 13:00:00","2020-10-19 13:05:00"
41,18,"2020-10-26 06:00:00","2020-10-26 06:10:00","2020-10-26 06:00:00","2020-10-26 06:10:00"
41,19,"2020-10-26 06:20:00","2020-10-26 06:25:00","2020-10-26 06:20:00","2020-10-26 06:25:00"
41,20,"2020-10-26 07:50:00","2020-10-26 07:55:00","2020-10-26 07:50:00","2020-10-26 07:55:00"
41,21,"2020-10-26 08:50:00","2020-10-26 08:55:00","2020-10-26 08:50:00","2020-10-26 08:55:00"
41,22,"2020-10-26 09:20:00","2020-10-26 09:25:00","2020-10-26 09:20:00","2020-10-26 09:25:00"
41,23,"2020-10-26 10:00:00","2020-10-26 10:05:00","2020-10-26 10:00:00","2020-10-26 10:05:00"
41,24,"2020-10-26 11:00:00","2020-10-26 11:05:00","2020-10-26 11:00:00","2020-10-26 11:05:00"
42,18,"2020-10-26 18:00:00","2020-10-26 18:10:00","2020-10-26 18:00:00","2020-10-26 18:10:00"
42,19,"2020-10-26 17:40:00","2020-10-26 17:45:00","2020-10-26 17:40:00","2020-10-26 17:45:00"
42,20,"2020-10-26 16:10:00","2020-10-26 16:15:00","2020-10-26 16:10:00","2020-10-26 16:15:00"
42,21,"2020-10-26 15:10:00","2020-10-26 15:15:00","2020-10-26 15:10:00","2020-10-26 15:15:00"
42,22,"2020-10-26 14:40:00","2020-10-26 14:45:00","2020-10-26 14:40:00","2020-10-26 14:45:00"
42,23,"2020-10-26 14:00:00","2020-10-26 14:05:00","2020-10-26 14:00:00","2020-10-26 14:05:00"
42,24,"2020-10-26 13:00:00","2020-10-26 13:05:00","2020-10-26 13:00:00","2020-10-26 13:05:00"
43,47,"2020-10-04 05:00:00","2020-10-04 05:15:00","2020-10-04 05:00:00","2020-10-04 05:15:00"
43,48,"2020-10-04 06:35:00","2020-10-04 06:50:00","2020-10-04 06:35:00","2020-10-04 06:50:00"
43,49,"2020-10-04 07:43:00","2020-10-04 07:58:00","2020-10-04 07:43:00","2020-10-04 07:58:00"
43,50,"2020-10-04 09:31:00","2020-10-04 09:46:00","2020-10-04 09:31:00","2020-10-04 09:46:00"
43,51,"2020-10-04 11:19:00","2020-10-04 11:34:00","2020-10-04 11:19:00","2020-10-04 11:34:00"
43,52,"2020-10-04 13:17:00","2020-10-04 13:32:00","2020-10-04 13:17:00","2020-10-04 13:32:00"
43,53,"2020-10-04 14:07:00","2020-10-04 14:22:00","2020-10-04 14:07:00","2020-10-04 14:22:00"
44,47,"2020-10-04 22:30:00","2020-10-04 22:30:00","2020-10-04 22:30:00","2020-10-04 22:30:00"
44,48,"2020-10-04 21:30:00","2020-10-04 21:40:00","2020-10-04 21:30:00","2020-10-04 21:40:00"
44,49,"2020-10-04 20:23:00","2020-10-04 20:28:00","2020-10-04 20:23:00","2020-10-04 20:28:00"
44,50,"2020-10-04 18:58:00","2020-10-04 19:18:00","2020-10-04 18:58:00","2020-10-04 19:18:00"
44,51,"2020-10-04 16:38:00","2020-10-04 17:18:00","2020-10-04 16:38:00","2020-10-04 17:18:00"
44,52,"2020-10-04 15:50:00","2020-10-04 16:00:00","2020-10-04 15:50:00","2020-10-04 16:00:00"
44,53,"2020-10-04 14:30:00","2020-10-04 14:45:00","2020-10-04 14:30:00","2020-10-04 14:45:00"
45,47,"2020-10-11 05:00:00","2020-10-11 05:15:00","2020-10-11 05:00:00","2020-10-11 05:15:00"
45,48,"2020-10-11 06:35:00","2020-10-11 06:50:00","2020-10-11 06:35:00","2020-10-11 06:50:00"
45,49,"2020-10-11 07:43:00","2020-10-11 07:58:00","2020-10-11 07:43:00","2020-10-11 07:58:00"
45,50,"2020-10-11 09:31:00","2020-10-11 09:46:00","2020-10-11 09:31:00","2020-10-11 09:46:00"
45,51,"2020-10-11 11:19:00","2020-10-11 11:34:00","2020-10-11 11:19:00","2020-10-11 11:34:00"
45,52,"2020-10-11 13:17:00","2020-10-11 13:32:00","2020-10-11 13:17:00","2020-10-11 13:32:00"
45,53,"2020-10-11 14:07:00","2020-10-11 14:22:00","2020-10-11 14:07:00","2020-10-11 14:22:00"
46,47,"2020-10-11 22:30:00","2020-10-11 22:30:00","2020-10-11 22:30:00","2020-10-11 22:30:00"
46,48,"2020-10-11 21:35:00","2020-10-11 21:50:00","2020-10-11 21:35:00","2020-10-11 21:50:00"
46,49,"2020-10-11 20:23:00","2020-10-11 20:28:00","2020-10-11 20:23:00","2020-10-11 20:28:00"
46,50,"2020-10-11 18:58:00","2020-10-11 19:18:00","2020-10-11 18:58:00","2020-10-11 19:18:00"
46,51,"2020-10-11 16:38:00","2020-10-11 17:18:00","2020-10-11 16:38:00","2020-10-11 17:18:00"
46,52,"2020-10-11 15:50:00","2020-10-11 16:00:00","2020-10-11 15:50:00","2020-10-11 16:00:00"
46,53,"2020-10-11 14:30:00","2020-10-11 14:45:00","2020-10-11 14:30:00","2020-10-11 14:45:00"
47,47,"2020-10-18 05:00:00","2020-10-18 05:15:00","2020-10-18 05:00:00","2020-10-18 05:15:00"
47,48,"2020-10-18 06:35:00","2020-10-18 06:50:00","2020-10-18 06:35:00","2020-10-18 06:50:00"
47,49,"2020-10-18 07:43:00","2020-10-18 07:58:00","2020-10-18 07:43:00","2020-10-18 07:58:00"
47,50,"2020-10-18 09:31:00","2020-10-18 09:46:00","2020-10-18 09:31:00","2020-10-18 09:46:00"
47,51,"2020-10-18 11:19:00","2020-10-18 11:34:00","2020-10-18 11:19:00","2020-10-18 11:34:00"
47,52,"2020-10-18 13:17:00","2020-10-18 13:32:00","2020-10-18 13:17:00","2020-10-18 13:32:00"
47,53,"2020-10-18 14:07:00","2020-10-18 14:22:00","2020-10-18 14:07:00","2020-10-18 14:22:00"
48,47,"2020-10-18 22:30:00","2020-10-18 22:30:00","2020-10-18 22:30:00","2020-10-18 22:30:00"
48,48,"2020-10-18 21:35:00","2020-10-18 21:50:00","2020-10-18 21:35:00","2020-10-18 21:50:00"
48,49,"2020-10-18 20:23:00","2020-10-18 20:28:00","2020-10-18 20:23:00","2020-10-18 20:28:00"
48,50,"2020-10-18 18:58:00","2020-10-18 19:18:00","2020-10-18 18:58:00","2020-10-18 19:18:00"
48,51,"2020-10-18 16:38:00","2020-10-18 17:18:00","2020-10-18 16:38:00","2020-10-18 17:18:00"
48,52,"2020-10-18 15:50:00","2020-10-18 16:00:00","2020-10-18 15:50:00","2020-10-18 16:00:00"
48,53,"2020-10-18 14:30:00","2020-10-18 14:45:00","2020-10-18 14:30:00","2020-10-18 14:45:00"
49,47,"2020-10-25 05:00:00","2020-10-25 05:15:00","2020-10-25 05:00:00","2020-10-25 05:15:00"
49,48,"2020-10-25 06:35:00","2020-10-25 06:50:00","2020-10-25 06:35:00","2020-10-25 06:50:00"
49,49,"2020-10-25 07:43:00","2020-10-25 07:58:00","2020-10-25 07:43:00","2020-10-25 07:58:00"
49,50,"2020-10-25 09:31:00","2020-10-25 09:46:00","2020-10-25 09:31:00","2020-10-25 09:46:00"
49,51,"2020-10-25 11:19:00","2020-10-25 11:34:00","2020-10-25 11:19:00","2020-10-25 11:34:00"
49,52,"2020-10-25 13:17:00","2020-10-25 13:32:00","2020-10-25 13:17:00","2020-10-25 13:32:00"
49,53,"2020-10-25 14:07:00","2020-10-25 14:22:00","2020-10-25 14:07:00","2020-10-25 14:22:00"
50,47,"2020-10-25 22:30:00","2020-10-25 22:30:00","2020-10-25 22:30:00","2020-10-25 22:30:00"
50,48,"2020-10-25 21:35:00","2020-10-25 21:50:00","2020-10-25 21:35:00","2020-10-25 21:50:00"
50,49,"2020-10-25 20:23:00","2020-10-25 20:28:00","2020-10-25 20:23:00","2020-10-25 20:28:00"
50,50,"2020-10-25 18:58:00","2020-10-25 19:18:00","2020-10-25 18:58:00","2020-10-25 19:18:00"
50,51,"2020-10-25 16:38:00","2020-10-25 17:18:00","2020-10-25 16:38:00","2020-10-25 17:18:00"
50,52,"2020-10-25 15:50:00","2020-10-25 16:00:00","2020-10-25 15:50:00","2020-10-25 16:00:00"
50,53,"2020-10-25 14:30:00","2020-10-25 14:45:00","2020-10-25 14:30:00","2020-10-25 14:45:00"
51,47,"2020-11-01 05:00:00","2020-11-01 05:15:00","2020-11-01 05:00:00","2020-11-01 05:15:00"
51,48,"2020-11-01 06:35:00","2020-11-01 06:50:00","2020-11-01 06:35:00","2020-11-01 06:50:00"
51,49,"2020-11-01 07:43:00","2020-11-01 07:58:00","2020-11-01 07:43:00","2020-11-01 07:58:00"
51,50,"2020-11-01 09:31:00","2020-11-01 09:46:00","2020-11-01 09:31:00","2020-11-01 09:46:00"
51,51,"2020-11-01 11:19:00","2020-11-01 11:34:00","2020-11-01 11:19:00","2020-11-01 11:34:00"
51,52,"2020-11-01 13:17:00","2020-11-01 13:32:00","2020-11-01 13:17:00","2020-11-01 13:32:00"
51,53,"2020-11-01 14:07:00","2020-11-01 14:22:00","2020-11-01 14:07:00","2020-11-01 14:22:00"
52,47,"2020-11-01 22:30:00","2020-11-01 22:30:00","2020-11-01 22:30:00","2020-11-01 22:30:00"
52,48,"2020-11-01 21:30:00","2020-11-01 21:40:00","2020-11-01 21:30:00","2020-11-01 21:40:00"
52,49,"2020-11-01 20:23:00","2020-11-01 20:28:00","2020-11-01 20:23:00","2020-11-01 20:28:00"
52,50,"2020-11-01 18:58:00","2020-11-01 19:18:00","2020-11-01 18:58:00","2020-11-01 19:18:00"
52,51,"2020-11-01 16:38:00","2020-11-01 17:18:00","2020-11-01 16:38:00","2020-11-01 17:18:00"
52,52,"2020-11-01 15:50:00","2020-11-01 16:00:00","2020-11-01 15:50:00","2020-11-01 16:00:00"
52,53,"2020-11-01 14:30:00","2020-11-01 14:45:00","2020-11-01 14:30:00","2020-11-01 14:45:00"
53,47,"2020-11-08 05:00:00","2020-11-08 05:15:00","2020-11-08 05:00:00","2020-11-08 05:15:00"
53,48,"2020-11-08 06:35:00","2020-11-08 06:50:00","2020-11-08 06:35:00","2020-11-08 06:50:00"
53,49,"2020-11-08 07:43:00","2020-11-08 07:58:00","2020-11-08 07:43:00","2020-11-08 07:58:00"
53,50,"2020-11-08 09:31:00","2020-11-08 09:46:00","2020-11-08 09:31:00","2020-11-08 09:46:00"
53,51,"2020-11-08 11:19:00","2020-11-08 11:34:00","2020-11-08 11:19:00","2020-11-08 11:34:00"
53,52,"2020-11-08 13:17:00","2020-11-08 13:32:00","2020-11-08 13:17:00","2020-11-08 13:32:00"
53,53,"2020-11-08 14:07:00","2020-11-08 14:22:00","2020-11-08 14:07:00","2020-11-08 14:22:00"
54,47,"2020-11-08 22:30:00","2020-11-08 22:30:00","2020-11-08 22:30:00","2020-11-08 22:30:00"
54,48,"2020-11-08 21:35:00","2020-11-08 21:50:00","2020-11-08 21:35:00","2020-11-08 21:50:00"
54,49,"2020-11-08 20:23:00","2020-11-08 20:28:00","2020-11-08 20:23:00","2020-11-08 20:28:00"
54,50,"2020-11-08 18:58:00","2020-11-08 19:18:00","2020-11-08 18:58:00","2020-11-08 19:18:00"
54,51,"2020-11-08 16:38:00","2020-11-08 17:18:00","2020-11-08 16:38:00","2020-11-08 17:18:00"
54,52,"2020-11-08 15:50:00","2020-11-08 16:00:00","2020-11-08 15:50:00","2020-11-08 16:00:00"
54,53,"2020-11-08 14:30:00","2020-11-08 14:45:00","2020-11-08 14:30:00","2020-11-08 14:45:00"
55,47,"2020-11-15 05:00:00","2020-11-15 05:15:00","2020-11-15 05:00:00","2020-11-15 05:15:00"
55,48,"2020-11-15 06:35:00","2020-11-15 06:50:00","2020-11-15 06:35:00","2020-11-15 06:50:00"
55,49,"2020-11-15 07:43:00","2020-11-15 07:58:00","2020-11-15 07:43:00","2020-11-15 07:58:00"
55,50,"2020-11-15 09:31:00","2020-11-15 09:46:00","2020-11-15 09:31:00","2020-11-15 09:46:00"
55,51,"2020-11-15 11:19:00","2020-11-15 11:34:00","2020-11-15 11:19:00","2020-11-15 11:34:00"
55,52,"2020-11-15 13:17:00","2020-11-15 13:32:00","2020-11-15 13:17:00","2020-11-15 13:32:00"
55,53,"2020-11-15 14:07:00","2020-11-15 14:22:00","2020-11-15 14:07:00","2020-11-15 14:22:00"
56,47,"2020-11-15 22:30:00","2020-11-15 22:30:00","2020-11-15 22:30:00","2020-11-15 22:30:00"
56,48,"2020-11-15 21:35:00","2020-11-15 21:50:00","2020-11-15 21:35:00","2020-11-15 21:50:00"
56,49,"2020-11-15 20:23:00","2020-11-15 20:28:00","2020-11-15 20:23:00","2020-11-15 20:28:00"
56,50,"2020-11-15 18:58:00","2020-11-15 19:18:00","2020-11-15 18:58:00","2020-11-15 19:18:00"
56,51,"2020-11-15 16:38:00","2020-11-15 17:18:00","2020-11-15 16:38:00","2020-11-15 17:18:00"
56,52,"2020-11-15 15:50:00","2020-11-15 16:00:00","2020-11-15 15:50:00","2020-11-15 16:00:00"
56,53,"2020-11-15 14:30:00","2020-11-15 14:45:00","2020-11-15 14:30:00","2020-11-15 14:45:00"
57,47,"2020-11-22 05:00:00","2020-11-22 05:15:00","2020-11-22 05:00:00","2020-11-22 05:15:00"
57,48,"2020-11-22 06:35:00","2020-11-22 06:50:00","2020-11-22 06:35:00","2020-11-22 06:50:00"
57,49,"2020-11-22 07:43:00","2020-11-22 07:58:00","2020-11-22 07:43:00","2020-11-22 07:58:00"
57,50,"2020-11-22 09:31:00","2020-11-22 09:46:00","2020-11-22 09:31:00","2020-11-22 09:46:00"
57,51,"2020-11-22 11:19:00","2020-11-22 11:34:00","2020-11-22 11:19:00","2020-11-22 11:34:00"
57,52,"2020-11-22 13:17:00","2020-11-22 13:32:00","2020-11-22 13:17:00","2020-11-22 13:32:00"
57,53,"2020-11-22 14:07:00","2020-11-22 14:22:00","2020-11-22 14:07:00","2020-11-22 14:22:00"
58,47,"2020-11-22 22:30:00","2020-11-22 22:30:00","2020-11-22 22:30:00","2020-11-22 22:30:00"
58,48,"2020-11-22 21:35:00","2020-11-22 21:50:00","2020-11-22 21:35:00","2020-11-22 21:50:00"
58,49,"2020-11-22 20:23:00","2020-11-22 20:28:00","2020-11-22 20:23:00","2020-11-22 20:28:00"
58,50,"2020-11-22 18:58:00","2020-11-22 19:18:00","2020-11-22 18:58:00","2020-11-22 19:18:00"
58,51,"2020-11-22 16:38:00","2020-11-22 17:18:00","2020-11-22 16:38:00","2020-11-22 17:18:00"
58,52,"2020-11-22 15:50:00","2020-11-22 16:00:00","2020-11-22 15:50:00","2020-11-22 16:00:00"
58,53,"2020-11-22 14:30:00","2020-11-22 14:45:00","2020-11-22 14:30:00","2020-11-22 14:45:00"
59,47,"2020-11-29 05:00:00","2020-11-29 05:15:00","2020-11-29 05:00:00","2020-11-29 05:15:00"
59,48,"2020-11-29 06:35:00","2020-11-29 06:50:00","2020-11-29 06:35:00","2020-11-29 06:50:00"
59,49,"2020-11-29 07:43:00","2020-11-29 07:58:00","2020-11-29 07:43:00","2020-11-29 07:58:00"
59,50,"2020-11-29 09:31:00","2020-11-29 09:46:00","2020-11-29 09:31:00","2020-11-29 09:46:00"
59,51,"2020-11-29 11:19:00","2020-11-29 11:34:00","2020-11-29 11:19:00","2020-11-29 11:34:00"
59,52,"2020-11-29 13:17:00","2020-11-29 13:32:00","2020-11-29 13:17:00","2020-11-29 13:32:00"
59,53,"2020-11-29 14:07:00","2020-11-29 14:22:00","2020-11-29 14:07:00","2020-11-29 14:22:00"
60,47,"2020-11-29 22:30:00","2020-11-29 22:30:00","2020-11-29 22:30:00","2020-11-29 22:30:00"
60,48,"2020-11-29 21:35:00","2020-11-29 21:50:00","2020-11-29 21:35:00","2020-11-29 21:50:00"
60,49,"2020-11-29 20:23:00","2020-11-29 20:28:00","2020-11-29 20:23:00","2020-11-29 20:28:00"
60,50,"2020-11-29 18:58:00","2020-11-29 19:18:00","2020-11-29 18:58:00","2020-11-29 19:18:00"
60,51,"2020-11-29 16:38:00","2020-11-29 17:18:00","2020-11-29 16:38:00","2020-11-29 17:18:00"
60,52,"2020-11-29 15:50:00","2020-11-29 16:00:00","2020-11-29 15:50:00","2020-11-29 16:00:00"
60,53,"2020-11-29 14:30:00","2020-11-29 14:45:00","2020-11-29 14:30:00","2020-11-29 14:45:00"
61,18,"2020-09-07 06:00:00","2020-09-07 06:10:00","2020-09-07 06:00:00","2020-09-07 06:10:00"
61,19,"2020-09-07 06:20:00","2020-09-07 06:25:00","2020-09-07 06:20:00","2020-09-07 06:25:00"
61,20,"2020-09-07 07:50:00","2020-09-07 07:55:00","2020-09-07 07:50:00","2020-09-07 07:55:00"
61,21,"2020-09-07 08:50:00","2020-09-07 08:55:00","2020-09-07 08:50:00","2020-09-07 08:55:00"
61,22,"2020-09-07 09:20:00","2020-09-07 09:25:00","2020-09-07 09:20:00","2020-09-07 09:25:00"
61,23,"2020-09-07 10:00:00","2020-09-07 10:05:00","2020-09-07 10:00:00","2020-09-07 10:05:00"
61,24,"2020-09-07 11:00:00","2020-09-07 11:05:00","2020-09-07 11:00:00","2020-09-07 11:05:00"
