"ticket_id","seat_id","board_id","alight_id","schedule_id","travel_agent","booking_date","passenger_id","gross_amount","confirmed"
6553,103,48,47,44,17,"2020-08-30",1590,500,0
6554,104,49,47,44,8,"2020-08-27",2294,500,1
6555,105,52,50,44,0,"2020-09-30",2442,500,1
6556,106,52,49,44,7,"2020-09-01",2904,500,1
6557,107,52,47,44,19,"2020-08-21",3016,500,1
6558,108,50,47,44,3,"2020-08-27",3459,500,1
6559,109,50,47,44,11,"2020-08-15",818,500,1
6560,110,52,47,44,14,"2020-08-19",3102,500,1
6561,111,52,48,44,8,"2020-09-03",2658,500,1
6562,112,53,47,44,2,"2020-08-22",2172,500,0
6563,113,53,51,44,0,"2020-10-02",72,500,1
6564,114,53,51,44,0,"2020-09-29",441,500,1
6565,115,53,48,44,0,"2020-10-02",3307,500,1
6566,116,51,48,44,0,"2020-09-30",2141,500,1
6567,117,52,49,44,11,"2020-09-04",2409,500,0
6568,118,49,48,44,0,"2020-10-02",917,500,1
6569,119,51,48,44,0,"2020-09-29",2179,500,1
6570,120,53,51,44,5,"2020-08-28",1658,500,1
6571,121,52,48,44,20,"2020-08-18",2139,500,1
6572,122,50,49,44,9,"2020-08-19",2808,500,1
6573,123,51,47,44,0,"2020-09-29",533,500,1
6574,124,53,47,44,0,"2020-09-30",2574,500,1
6575,125,53,48,44,0,"2020-09-29",2746,500,0
6576,126,51,47,44,0,"2020-09-28",36,500,1
6577,127,53,51,44,0,"2020-10-01",3215,500,1
6578,128,51,47,44,0,"2020-09-27",3262,500,0
6579,129,51,48,44,0,"2020-09-29",812,500,1
6580,130,52,50,44,10,"2020-08-15",1390,500,1
6581,131,52,50,44,11,"2020-08-17",1033,500,1
6582,132,53,52,44,0,"2020-09-27",3393,500,1
6583,133,53,51,44,0,"2020-09-30",1926,500,1
6584,134,53,49,44,0,"2020-10-01",2168,500,1
6585,135,51,48,44,5,"2020-08-22",938,500,1
6586,136,53,51,44,1,"2020-08-22",706,500,1
6587,137,52,49,44,0,"2020-09-30",443,500,1
6588,138,49,47,44,0,"2020-09-28",2609,500,0
6589,139,49,47,44,0,"2020-10-01",1992,500,1
6590,140,53,48,44,7,"2020-08-29",368,500,0
6591,141,53,51,44,9,"2020-09-01",282,500,0
6592,142,52,50,44,0,"2020-10-02",1884,500,1
6593,143,50,47,44,10,"2020-08-28",871,500,0
6594,144,51,48,44,0,"2020-10-02",3196,500,1
6595,145,53,49,44,0,"2020-09-28",1549,500,0
6596,146,52,48,44,0,"2020-09-27",1780,500,0
6597,147,51,47,44,5,"2020-08-26",1730,500,1
6598,148,52,47,44,0,"2020-09-27",1107,500,1
6599,149,52,47,44,15,"2020-08-15",2599,500,1
6600,150,53,47,44,0,"2020-09-29",1979,500,1
6601,1,47,49,45,0,"2020-10-09",168,500,1
6602,2,47,51,45,0,"2020-10-07",2488,500,1
6603,3,49,53,45,0,"2020-10-09",1176,500,0
6604,4,47,49,45,0,"2020-10-04",842,500,1
6605,5,51,53,45,8,"2020-09-09",764,500,1
6606,6,48,53,45,7,"2020-08-22",829,500,0
6607,7,48,49,45,5,"2020-09-06",3490,500,0
6608,8,49,53,45,18,"2020-09-03",1010,500,1
6609,9,48,51,45,0,"2020-10-08",2890,500,1
6610,10,47,53,45,3,"2020-09-08",2290,500,1
6611,11,47,49,45,0,"2020-10-04",1628,500,0
6612,12,47,50,45,13,"2020-08-22",3190,500,1
6613,13,47,52,45,0,"2020-10-05",720,500,0
6614,14,52,53,45,0,"2020-10-08",878,500,1
6615,15,48,49,45,0,"2020-10-09",3438,500,0
6616,16,48,53,45,0,"2020-10-06",406,500,1
6617,17,50,52,45,0,"2020-10-05",2372,500,0
6618,18,47,51,45,0,"2020-10-06",1883,500,0
6619,19,47,52,45,0,"2020-10-05",1017,500,1
6620,20,50,53,45,0,"2020-10-07",1577,500,1
6621,21,48,52,45,0,"2020-10-09",1603,500,1
6622,22,49,53,45,0,"2020-10-06",1029,500,0
6623,23,49,52,45,0,"2020-10-08",229,500,1
6624,24,50,52,45,9,"2020-09-06",2650,500,1
6625,25,49,53,45,10,"2020-08-23",2923,500,1
6626,26,47,52,45,0,"2020-10-06",2181,500,1
6627,27,52,53,45,0,"2020-10-05",407,500,0
6628,28,47,53,45,0,"2020-10-07",2193,500,1
6629,29,48,50,45,10,"2020-08-31",55,500,1
6630,30,49,53,45,12,"2020-09-08",3347,500,0
6631,31,47,53,45,16,"2020-09-02",2973,500,1
6632,32,49,52,45,13,"2020-08-24",2025,500,1
6633,33,47,50,45,0,"2020-10-09",1663,500,0
6634,34,51,53,45,9,"2020-08-29",2083,500,1
6635,35,51,52,45,8,"2020-08-27",1950,500,1
6636,36,48,53,45,0,"2020-10-07",23,500,0
6637,37,47,50,45,12,"2020-08-23",711,500,1
6638,38,51,52,45,0,"2020-10-08",3222,500,0
6639,39,47,51,45,0,"2020-10-08",1907,500,1
6640,40,47,53,45,8,"2020-08-31",37,500,1
6641,41,47,52,45,10,"2020-08-27",2049,500,0
6642,42,48,51,45,0,"2020-10-06",1008,500,1
6643,43,47,51,45,0,"2020-10-07",1615,500,1
6644,44,47,53,45,0,"2020-10-04",371,500,0
6645,45,49,50,45,14,"2020-09-01",2913,500,1
6646,46,50,52,45,1,"2020-08-25",3207,500,1
6647,47,47,53,45,0,"2020-10-09",1929,500,1
6648,48,48,52,45,0,"2020-10-04",556,500,1
6649,49,48,53,45,8,"2020-09-08",3354,500,0
6650,50,47,52,45,0,"2020-10-08",62,500,1
6651,51,51,52,45,0,"2020-10-06",3369,500,0
6652,52,48,51,45,15,"2020-08-23",2001,500,1
6653,53,50,53,45,0,"2020-10-06",299,500,1
6654,54,50,53,45,0,"2020-10-04",3346,500,1
6655,55,47,53,45,0,"2020-10-09",2905,500,1
6656,56,49,53,45,0,"2020-10-06",2116,500,1
6657,57,47,49,45,0,"2020-10-09",2429,500,1
6658,58,51,52,45,0,"2020-10-05",2230,500,1
6659,59,48,53,45,0,"2020-10-05",790,500,1
6660,60,47,53,45,8,"2020-09-04",1180,500,0
6661,61,49,52,45,10,"2020-08-23",226,500,1
6662,62,47,51,45,0,"2020-10-08",3052,500,1
6663,63,49,53,45,13,"2020-08-29",1380,500,1
6664,64,48,50,45,12,"2020-08-27",544,500,1
6665,65,47,51,45,14,"2020-09-02",2238,500,1
6666,66,51,53,45,0,"2020-10-09",1981,500,1
6667,67,50,52,45,11,"2020-08-25",1786,500,1
6668,68,51,52,45,15,"2020-08-30",3323,500,1
6669,69,48,52,45,0,"2020-10-04",1020,500,0
6670,70,52,53,45,0,"2020-10-09",2712,500,0
6671,71,48,53,45,0,"2020-10-09",2878,500,1
6672,72,47,53,45,0,"2020-10-09",1075,500,0
6673,73,51,52,45,0,"2020-10-07",120,500,1
6674,74,47,53,45,0,"2020-10-08",2359,500,1
6675,75,49,51,45,4,"2020-08-25",1932,500,0
6676,76,47,52,45,0,"2020-10-08",1244,500,1
6677,77,48,52,45,0,"2020-10-04",676,500,1
6678,78,48,53,45,8,"2020-09-11",664,500,1
6679,79,47,50,45,12,"2020-08-27",3345,500,1
6680,80,48,51,45,10,"2020-09-07",675,500,1
6681,81,49,53,45,0,"2020-10-05",3032,500,1
6682,82,47,51,45,4,"2020-09-01",2865,500,0
6683,83,47,49,45,0,"2020-10-06",1877,500,1
6684,84,47,51,45,0,"2020-10-07",1630,500,1
6685,85,49,53,45,0,"2020-10-06",2339,500,0
6686,86,47,51,45,15,"2020-09-10",892,500,1
6687,87,50,51,45,0,"2020-10-07",137,500,1
6688,88,51,53,45,8,"2020-08-23",1350,500,1
6689,89,50,53,45,0,"2020-10-07",517,500,1
6690,90,47,52,45,0,"2020-10-05",2214,500,1
6691,91,52,53,45,0,"2020-10-04",546,500,1
6692,92,48,53,45,10,"2020-08-28",1690,500,0
6693,93,47,48,45,14,"2020-09-10",2519,500,0
6694,94,48,53,45,4,"2020-08-28",2490,500,1
6695,95,47,51,45,0,"2020-10-09",11,500,1
6696,96,47,49,45,0,"2020-10-04",3091,500,0
6697,97,49,53,45,0,"2020-10-08",511,500,1
6698,98,47,52,45,4,"2020-08-26",2889,500,1
6699,99,49,53,45,19,"2020-08-31",684,500,1
6700,100,47,52,45,0,"2020-10-09",2619,500,1
6701,101,49,53,45,0,"2020-10-04",1962,500,1
6702,102,47,52,45,0,"2020-10-06",1181,500,0
6703,103,47,51,45,6,"2020-08-28",1190,500,1
6704,104,47,52,45,5,"2020-09-08",345,500,1
6705,105,47,52,45,0,"2020-10-04",540,500,1
6706,106,50,52,45,13,"2020-09-07",2304,500,1
6707,107,50,53,45,0,"2020-10-09",2367,500,1
6708,108,49,51,45,6,"2020-08-27",2070,500,1
6709,109,48,51,45,19,"2020-09-08",1938,500,0
6710,110,47,53,45,7,"2020-08-23",1364,500,1
6711,111,49,51,45,0,"2020-10-09",2037,500,1
6712,112,50,53,45,0,"2020-10-06",2164,500,0
6713,113,51,52,45,0,"2020-10-06",2733,500,1
6714,114,50,53,45,0,"2020-10-06",2443,500,0
6715,115,48,51,45,11,"2020-09-08",1019,500,1
6716,116,47,50,45,0,"2020-10-08",140,500,0
6717,117,47,53,45,3,"2020-08-23",1146,500,1
6718,118,47,48,45,1,"2020-08-25",678,500,1
6719,119,47,53,45,5,"2020-08-26",1370,500,1
6720,120,48,53,45,0,"2020-10-05",2184,500,0
6721,121,52,53,45,0,"2020-10-07",2663,500,1
6722,122,47,50,45,0,"2020-10-08",525,500,1
6723,123,47,51,45,0,"2020-10-09",1829,500,1
6724,124,47,53,45,19,"2020-09-04",815,500,1
6725,125,47,50,45,19,"2020-09-09",1520,500,0
6726,126,47,51,45,2,"2020-09-02",2914,500,1
6727,127,49,50,45,0,"2020-10-04",1541,500,1
6728,128,49,53,45,19,"2020-09-09",1896,500,1
6729,129,48,51,45,0,"2020-10-08",173,500,1
6730,130,47,48,45,12,"2020-09-10",1493,500,1
6731,131,47,52,45,0,"2020-10-07",2094,500,1
6732,132,47,48,45,0,"2020-10-05",3053,500,1
6733,133,47,49,45,0,"2020-10-09",1042,500,1
6734,134,48,52,45,0,"2020-10-04",1260,500,1
6735,135,49,51,45,12,"2020-09-08",3268,500,1
6736,136,47,52,45,0,"2020-10-04",3129,500,1
6737,137,47,48,45,1,"2020-09-03",976,500,1
6738,138,48,52,45,11,"2020-08-30",2151,500,0
6739,139,49,53,45,0,"2020-10-05",2203,500,1
6740,140,50,51,45,0,"2020-10-04",2726,500,1
6741,141,48,53,45,10,"2020-09-03",1716,500,1
6742,142,48,53,45,13,"2020-09-04",732,500,1
6743,143,49,51,45,0,"2020-10-09",1705,500,1
6744,144,49,52,45,0,"2020-10-06",1212,500,1
6745,145,49,53,45,0,"2020-10-08",2426,500,1
6746,146,47,48,45,18,"2020-09-04",3007,500,1
6747,147,47,51,45,0,"2020-10-06",3279,500,1
6748,148,47,48,45,0,"2020-10-04",1100,500,0
6749,149,47,52,45,0,"2020-10-06",2042,500,0
6750,150,47,53,45,0,"2020-10-08",2269,500,1
6751,1,51,49,46,0,"2020-10-08",1371,500,1
6752,2,50,47,46,0,"2020-10-05",2930,500,1
6753,3,53,50,46,14,"2020-08-30",3475,500,1
6754,4,51,50,46,10,"2020-08-30",2332,500,1
6755,5,53,49,46,11,"2020-08-22",970,500,1
6756,6,50,48,46,0,"2020-10-08",1152,500,0
6757,7,52,47,46,0,"2020-10-09",2728,500,1
6758,8,52,49,46,17,"2020-09-07",1562,500,0
6759,9,53,50,46,11,"2020-08-31",2213,500,1
6760,10,51,47,46,0,"2020-10-09",1881,500,1
6761,11,52,50,46,0,"2020-10-09",1006,500,1
6762,12,49,47,46,0,"2020-10-04",744,500,1
6763,13,52,50,46,0,"2020-10-08",1321,500,0
6764,14,53,52,46,0,"2020-10-07",3309,500,1
6765,15,48,47,46,15,"2020-09-11",3380,500,1
6766,16,53,47,46,11,"2020-09-11",170,500,1
6767,17,49,47,46,0,"2020-10-07",1583,500,1
6768,18,50,47,46,0,"2020-10-09",3089,500,1
6769,19,49,47,46,9,"2020-09-03",3066,500,0
6770,20,53,51,46,7,"2020-09-07",2910,500,1
6771,21,53,48,46,8,"2020-09-04",2301,500,0
6772,22,53,47,46,10,"2020-09-03",2548,500,0
6773,23,52,50,46,0,"2020-10-04",1612,500,1
6774,24,53,47,46,0,"2020-10-09",2766,500,1
6775,25,50,47,46,20,"2020-09-08",673,500,1
6776,26,53,52,46,0,"2020-10-06",2222,500,1
6777,27,53,50,46,0,"2020-10-07",286,500,1
6778,28,52,48,46,19,"2020-09-07",2406,500,1
6779,29,50,49,46,0,"2020-10-05",1110,500,1
6780,30,52,47,46,0,"2020-10-09",1958,500,0
6781,31,52,48,46,0,"2020-10-09",1800,500,1
6782,32,53,52,46,0,"2020-10-09",869,500,1
6783,33,52,49,46,0,"2020-10-06",1251,500,1
6784,34,53,47,46,0,"2020-10-05",60,500,1
6785,35,53,50,46,0,"2020-10-09",1162,500,1
6786,36,52,50,46,5,"2020-09-01",3385,500,1
6787,37,52,49,46,2,"2020-09-05",251,500,1
6788,38,53,47,46,8,"2020-08-22",1818,500,1
6789,39,53,49,46,7,"2020-09-01",2947,500,1
6790,40,52,51,46,0,"2020-10-08",1351,500,0
6791,41,52,49,46,0,"2020-10-06",1522,500,0
6792,42,51,47,46,0,"2020-10-05",1710,500,1
6793,43,52,51,46,1,"2020-08-27",1756,500,1
6794,44,52,49,46,0,"2020-10-05",3060,500,1
6795,45,53,49,46,19,"2020-08-26",1813,500,0
6796,46,53,47,46,0,"2020-10-06",1362,500,1
6797,47,50,48,46,0,"2020-10-05",3261,500,1
6798,48,53,47,46,0,"2020-10-09",1772,500,1
6799,49,53,49,46,0,"2020-10-09",2588,500,1
6800,50,53,52,46,14,"2020-08-25",225,500,0
6801,51,53,49,46,0,"2020-10-06",306,500,0
6802,52,53,48,46,0,"2020-10-06",1109,500,0
6803,53,53,47,46,0,"2020-10-09",185,500,1
6804,54,52,48,46,12,"2020-09-02",2135,500,1
6805,55,53,52,46,3,"2020-08-26",2534,500,1
6806,56,52,48,46,0,"2020-10-09",1082,500,0
6807,57,52,47,46,0,"2020-10-07",2860,500,1
6808,58,53,47,46,0,"2020-10-06",1644,500,0
6809,59,49,48,46,0,"2020-10-09",3288,500,1
6810,60,53,50,46,0,"2020-10-06",267,500,0
6811,61,49,47,46,0,"2020-10-07",3114,500,0
6812,62,50,48,46,0,"2020-10-08",6,500,0
6813,63,52,48,46,0,"2020-10-08",2268,500,1
6814,64,49,47,46,0,"2020-10-05",844,500,0
6815,65,53,48,46,0,"2020-10-04",65,500,1
6816,66,53,47,46,0,"2020-10-06",445,500,1
6817,67,49,48,46,0,"2020-10-06",2460,500,1
6818,68,51,47,46,0,"2020-10-09",2225,500,1
6819,69,53,50,46,0,"2020-10-07",2206,500,0
6820,70,50,49,46,0,"2020-10-04",2329,500,0
6821,71,53,48,46,0,"2020-10-05",719,500,1
6822,72,52,47,46,0,"2020-10-05",3417,500,1
6823,73,53,47,46,15,"2020-09-09",714,500,1
6824,74,53,49,46,0,"2020-10-06",1040,500,1
6825,75,53,50,46,15,"2020-09-06",1106,500,1
6826,76,50,49,46,0,"2020-10-06",1906,500,0
6827,77,52,48,46,0,"2020-10-07",2608,500,1
6828,78,53,51,46,10,"2020-09-06",2423,500,1
6829,79,51,48,46,0,"2020-10-05",762,500,1
6830,80,52,49,46,0,"2020-10-09",1536,500,1
6831,81,53,47,46,3,"2020-08-30",1792,500,0
6832,82,53,50,46,10,"2020-08-26",1240,500,0
6833,83,53,49,46,7,"2020-09-08",3132,500,1
6834,84,53,49,46,0,"2020-10-09",3358,500,1
6835,85,53,48,46,6,"2020-09-05",160,500,1
6836,86,53,47,46,0,"2020-10-04",2110,500,0
6837,87,52,51,46,12,"2020-08-26",727,500,1
6838,88,49,48,46,0,"2020-10-08",603,500,1
6839,89,50,47,46,2,"2020-09-01",1327,500,1
6840,90,53,50,46,0,"2020-10-06",2122,500,1
6841,91,53,47,46,0,"2020-10-08",1694,500,1
6842,92,53,47,46,0,"2020-10-04",2592,500,1
6843,93,53,49,46,1,"2020-09-04",1561,500,1
6844,94,53,48,46,10,"2020-08-26",1869,500,1
6845,95,50,48,46,0,"2020-10-06",3322,500,1
6846,96,52,47,46,7,"2020-09-02",2512,500,1
6847,97,53,48,46,0,"2020-10-04",1895,500,1
6848,98,49,48,46,10,"2020-08-27",228,500,1
6849,99,48,47,46,11,"2020-09-03",2115,500,0
6850,100,51,48,46,0,"2020-10-08",354,500,0
6851,101,53,48,46,0,"2020-10-07",2006,500,1
6852,102,49,48,46,0,"2020-10-04",876,500,0
6853,103,53,51,46,0,"2020-10-05",1094,500,1
6854,104,53,49,46,8,"2020-09-11",2653,500,0
6855,105,49,48,46,0,"2020-10-04",369,500,1
6856,106,49,47,46,0,"2020-10-05",1886,500,1
6857,107,53,48,46,0,"2020-10-06",2897,500,0
6858,108,49,48,46,0,"2020-10-05",3237,500,1
6859,109,51,49,46,0,"2020-10-05",1955,500,1
6860,110,52,48,46,0,"2020-10-07",2621,500,1
6861,111,49,47,46,0,"2020-10-07",1016,500,0
6862,112,51,47,46,0,"2020-10-07",3366,500,1
6863,113,53,49,46,18,"2020-09-07",1528,500,1
6864,114,50,48,46,17,"2020-08-24",593,500,1
6865,115,53,48,46,12,"2020-08-24",1968,500,1
6866,116,51,48,46,4,"2020-08-29",882,500,1
6867,117,52,51,46,0,"2020-10-04",2864,500,1
6868,118,53,48,46,7,"2020-09-03",1284,500,1
6869,119,53,50,46,0,"2020-10-05",2734,500,0
6870,120,50,47,46,0,"2020-10-08",3087,500,1
6871,121,49,47,46,18,"2020-09-08",1725,500,0
6872,122,52,51,46,0,"2020-10-06",1388,500,1
6873,123,53,47,46,4,"2020-08-23",2496,500,0
6874,124,51,47,46,0,"2020-10-08",1910,500,1
6875,125,52,50,46,0,"2020-10-04",2235,500,1
6876,126,53,50,46,0,"2020-10-06",2106,500,1
6877,127,53,49,46,0,"2020-10-06",912,500,1
6878,128,50,47,46,0,"2020-10-07",476,500,1
6879,129,53,48,46,0,"2020-10-04",328,500,1
6880,130,53,51,46,14,"2020-08-25",48,500,1
6881,131,52,49,46,18,"2020-08-28",339,500,1
6882,132,50,47,46,3,"2020-08-31",2311,500,1
6883,133,53,47,46,8,"2020-08-24",2183,500,0
6884,134,52,51,46,0,"2020-10-05",3044,500,1
6885,135,53,47,46,0,"2020-10-08",256,500,0
6886,136,52,49,46,5,"2020-08-31",3093,500,1
6887,137,52,49,46,0,"2020-10-06",2561,500,1
6888,138,53,50,46,0,"2020-10-05",2266,500,1
6889,139,53,52,46,0,"2020-10-05",823,500,1
6890,140,53,49,46,0,"2020-10-08",830,500,1
6891,141,52,47,46,0,"2020-10-09",2175,500,0
6892,142,53,49,46,14,"2020-08-30",2809,500,1
6893,143,49,48,46,18,"2020-09-08",3259,500,1
6894,144,52,49,46,0,"2020-10-06",13,500,0
6895,145,53,48,46,15,"2020-08-25",3202,500,0
6896,146,51,47,46,15,"2020-09-02",3342,500,1
6897,147,52,49,46,6,"2020-08-24",2204,500,1
6898,148,53,49,46,0,"2020-10-05",1429,500,1
6899,149,52,51,46,0,"2020-10-05",3171,500,0
6900,150,53,47,46,3,"2020-09-09",335,500,1
6901,1,48,53,47,6,"2020-09-13",1576,500,1
6902,2,50,53,47,4,"2020-08-29",1021,500,1
6903,3,49,53,47,0,"2020-10-15",3025,500,1
6904,4,48,52,47,0,"2020-10-13",587,500,1
6905,5,50,52,47,0,"2020-10-14",3408,500,1
6906,6,48,50,47,20,"2020-08-31",191,500,0
6907,7,47,53,47,5,"2020-08-29",571,500,1
6908,8,48,53,47,4,"2020-09-11",2484,500,0
6909,9,49,53,47,4,"2020-09-08",1396,500,1
6910,10,47,52,47,0,"2020-10-12",3217,500,1
6911,11,47,49,47,0,"2020-10-13",819,500,1
6912,12,48,50,47,0,"2020-10-15",3111,500,1
6913,13,47,50,47,0,"2020-10-15",1517,500,1
6914,14,47,52,47,17,"2020-09-04",808,500,1
6915,15,47,53,47,0,"2020-10-13",449,500,1
6916,16,51,53,47,7,"2020-09-16",570,500,1
6917,17,49,50,47,17,"2020-09-09",1676,500,1
6918,18,50,53,47,0,"2020-10-15",2583,500,1
6919,19,51,53,47,0,"2020-10-11",3233,500,1
6920,20,49,51,47,0,"2020-10-15",3421,500,1
6921,21,47,50,47,0,"2020-10-11",741,500,1
6922,22,48,53,47,0,"2020-10-11",2573,500,1
6923,23,48,51,47,0,"2020-10-13",2715,500,1
6924,24,52,53,47,0,"2020-10-12",2613,500,1
6925,25,48,50,47,0,"2020-10-13",3012,500,1
6926,26,49,53,47,20,"2020-09-13",3056,500,1
6927,27,47,50,47,0,"2020-10-15",1462,500,0
6928,28,48,53,47,0,"2020-10-16",768,500,1
6929,29,47,53,47,6,"2020-09-06",1852,500,1
6930,30,49,53,47,0,"2020-10-11",397,500,1
6931,31,50,51,47,0,"2020-10-16",2440,500,0
6932,32,47,53,47,9,"2020-09-04",1367,500,1
6933,33,49,53,47,20,"2020-08-29",376,500,1
6934,34,51,53,47,13,"2020-09-04",3497,500,1
6935,35,50,52,47,0,"2020-10-16",2003,500,1
6936,36,49,50,47,2,"2020-09-05",1032,500,0
6937,37,48,52,47,14,"2020-09-14",751,500,1
6938,38,47,51,47,0,"2020-10-14",151,500,1
6939,39,47,53,47,0,"2020-10-13",2492,500,1
6940,40,47,52,47,0,"2020-10-11",1167,500,0
6941,41,49,51,47,14,"2020-09-08",2535,500,1
6942,42,47,53,47,1,"2020-08-31",845,500,1
6943,43,47,50,47,0,"2020-10-16",1412,500,1
6944,44,47,53,47,0,"2020-10-14",2318,500,1
6945,45,49,52,47,0,"2020-10-15",86,500,0
6946,46,47,50,47,3,"2020-08-31",3081,500,1
6947,47,49,53,47,10,"2020-09-11",1013,500,1
6948,48,51,53,47,5,"2020-09-11",1575,500,1
6949,49,47,53,47,11,"2020-09-11",2858,500,1
6950,50,52,53,47,0,"2020-10-14",2374,500,0
6951,51,49,52,47,8,"2020-09-15",244,500,0
6952,52,49,52,47,0,"2020-10-16",2041,500,1
6953,53,47,48,47,9,"2020-09-16",3479,500,0
6954,54,47,52,47,2,"2020-09-06",1760,500,1
6955,55,48,53,47,5,"2020-09-10",549,500,1
6956,56,48,49,47,0,"2020-10-13",1948,500,1
6957,57,49,51,47,5,"2020-09-10",2018,500,1
6958,58,48,51,47,9,"2020-09-01",79,500,1
6959,59,47,50,47,2,"2020-09-01",645,500,1
6960,60,49,51,47,0,"2020-10-11",297,500,1
6961,61,47,50,47,0,"2020-10-16",2267,500,1
6962,62,47,53,47,8,"2020-09-10",129,500,0
6963,63,47,53,47,0,"2020-10-16",1833,500,1
6964,64,48,50,47,0,"2020-10-12",1317,500,1
6965,65,48,52,47,0,"2020-10-14",846,500,1
6966,66,47,50,47,9,"2020-08-29",488,500,1
6967,67,50,53,47,0,"2020-10-16",2131,500,0
6968,68,48,51,47,3,"2020-09-17",97,500,1
6969,69,47,53,47,0,"2020-10-14",961,500,1
6970,70,48,50,47,6,"2020-09-09",1025,500,1
6971,71,49,53,47,0,"2020-10-13",1635,500,1
6972,72,50,53,47,18,"2020-09-03",651,500,1
6973,73,48,53,47,0,"2020-10-16",284,500,1
6974,74,48,53,47,13,"2020-09-15",618,500,1
6975,75,47,52,47,0,"2020-10-15",298,500,1
6976,76,50,52,47,19,"2020-09-04",294,500,1
6977,77,47,52,47,0,"2020-10-12",3162,500,1
6978,78,47,53,47,0,"2020-10-14",528,500,1
6979,79,52,53,47,2,"2020-09-14",2999,500,1
6980,80,51,53,47,0,"2020-10-14",210,500,1
6981,81,48,51,47,18,"2020-09-18",1652,500,1
6982,82,48,51,47,17,"2020-09-06",1637,500,1
6983,83,49,52,47,0,"2020-10-15",2078,500,1
6984,84,50,53,47,1,"2020-09-02",2439,500,1
6985,85,49,53,47,12,"2020-08-31",1570,500,1
6986,86,50,53,47,0,"2020-10-16",2644,500,1
6987,87,48,52,47,0,"2020-10-14",1769,500,1
6988,88,52,53,47,12,"2020-08-29",692,500,0
6989,89,47,52,47,0,"2020-10-11",296,500,0
6990,90,47,50,47,0,"2020-10-16",128,500,1
6991,91,49,51,47,4,"2020-09-07",2552,500,1
6992,92,47,50,47,6,"2020-09-05",3137,500,1
6993,93,52,53,47,0,"2020-10-14",131,500,1
6994,94,47,48,47,0,"2020-10-13",2648,500,1
6995,95,49,52,47,0,"2020-10-13",2396,500,0
6996,96,47,51,47,5,"2020-09-12",249,500,0
6997,97,47,52,47,0,"2020-10-14",2616,500,1
6998,98,47,53,47,0,"2020-10-15",2773,500,1
6999,99,50,53,47,0,"2020-10-12",70,500,1
7000,100,47,53,47,0,"2020-10-15",2476,500,1
7001,101,50,53,47,19,"2020-09-03",3267,500,1
7002,102,47,50,47,10,"2020-08-31",3267,500,1
7003,103,49,50,47,18,"2020-09-18",2611,500,1
7004,104,49,53,47,0,"2020-10-12",1979,500,1
7005,105,47,49,47,8,"2020-09-12",3217,500,1
7006,106,47,51,47,5,"2020-08-29",405,500,1
7007,107,48,53,47,2,"2020-08-29",2977,500,1
7008,108,47,49,47,17,"2020-09-04",1702,500,0
7009,109,47,53,47,14,"2020-09-08",1500,500,1
7010,110,50,53,47,0,"2020-10-12",2406,500,1
7011,111,47,50,47,14,"2020-09-03",2580,500,1
7012,112,47,53,47,16,"2020-09-16",2159,500,1
7013,113,51,53,47,0,"2020-10-16",1096,500,1
7014,114,51,53,47,15,"2020-09-10",2244,500,1
7015,115,47,52,47,11,"2020-09-10",2766,500,1
7016,116,49,53,47,0,"2020-10-16",516,500,1
7017,117,47,49,47,17,"2020-09-03",115,500,1
7018,118,48,53,47,0,"2020-10-12",1906,500,1
7019,119,49,51,47,0,"2020-10-13",1821,500,1
7020,120,51,53,47,0,"2020-10-14",2085,500,1
7021,121,49,53,47,6,"2020-09-07",177,500,1
7022,122,47,51,47,0,"2020-10-13",844,500,1
7023,123,50,51,47,0,"2020-10-11",2603,500,1
7024,124,48,52,47,0,"2020-10-16",2838,500,1
7025,125,48,53,47,0,"2020-10-12",78,500,1
7026,126,49,53,47,20,"2020-09-16",682,500,1
7027,127,48,49,47,0,"2020-10-15",3455,500,0
7028,128,48,49,47,0,"2020-10-13",2542,500,1
7029,129,48,52,47,0,"2020-10-12",2443,500,0
7030,130,47,53,47,0,"2020-10-14",2864,500,1
7031,131,50,52,47,6,"2020-09-10",3214,500,1
7032,132,48,49,47,0,"2020-10-14",1706,500,1
7033,133,48,52,47,2,"2020-09-18",3048,500,1
7034,134,47,53,47,0,"2020-10-14",2842,500,1
7035,135,48,52,47,7,"2020-09-14",1276,500,0
7036,136,48,49,47,11,"2020-09-16",2463,500,1
7037,137,50,53,47,0,"2020-10-12",1967,500,1
7038,138,50,52,47,1,"2020-09-03",2329,500,1
7039,139,49,52,47,0,"2020-10-11",1367,500,1
7040,140,47,49,47,0,"2020-10-13",676,500,1
7041,141,47,49,47,6,"2020-09-05",3061,500,1
7042,142,49,53,47,1,"2020-08-31",160,500,1
7043,143,48,53,47,0,"2020-10-11",1245,500,0
7044,144,47,52,47,0,"2020-10-15",3112,500,1
7045,145,47,53,47,0,"2020-10-13",2395,500,1
7046,146,50,53,47,0,"2020-10-13",2205,500,1
7047,147,48,51,47,15,"2020-09-11",1217,500,1
7048,148,49,53,47,19,"2020-08-29",910,500,1
7049,149,51,53,47,0,"2020-10-12",2455,500,0
7050,150,48,51,47,13,"2020-09-11",1409,500,1
7051,1,52,51,48,0,"2020-10-16",2400,500,0
7052,2,53,48,48,18,"2020-09-15",2422,500,1
7053,3,49,47,48,0,"2020-10-12",1040,500,1
7054,4,50,48,48,0,"2020-10-12",671,500,1
7055,5,49,47,48,20,"2020-08-31",2201,500,1
